"X.1","X","ISBN","Title","Author","Year","Publisher","Description","Avg_Rating","Num_Pages","Ratings_Count","Text_Reviews_Count","freshNessFeature","characters","AuthorFansCount","AuthorRatings","AuthorWorksCount","ScoreList"
652,652,"0445085428","Unto a Good Land [The Emigrans II ]","Vilhelm Moberg",1986,"Warner Books","The Nilssons. A family who had left all they had known in Sweden for all they dreamed of in the fabled land of America. A strong and stubborn husband...a loyal but fearing wife...a younger brother too daring for his own good...children whose innocence exposed them to every danger...human beings caught up in a mighty current of history that brought them to the heart of a land that rewarded only the strong - and could destroy any who failed to meet its savage tests....",4.25,NA,6,1,0,0,61,4.004,63,0.483333333333333
653,653,"0445200065","Passage At Arms","Glenn Cook",1985,"Warner Books","The ongoing war between Humanity and the Ulat is a battle of attrition that humanity is unfortunately losing. However, humans have the advantage of trans-hyperdrive technology, which allows their climber fleet, under very narrow and strenuous conditions, to pass through space almost undetectable. Passage at Arms tells the intimate, detailed and harrowing story of a climber crew and its captain during a critical juncture of the war. Cook combines speculative technology with a canny and realistic portrait of men at war and the stresses they face in combat. Passage at Arms is one of the classic novels of military science fiction.",3.95,NA,13,1,0,0,0,1.66666666666667,3,-0.93
654,654,"0445200103","A Question of Upbringing","Anthony Powell",1985,"Warner Books","Who is Widmerpool? The question that is to dog Nicholas Jenkins crystallizes as he sees the gawky figure of his schoolmate huffing through the mists on a solitary cross-country run. So unexceptional, unsmart -- even unpopular -- Widmerpool continues to drop in and out of Jenkins life through school, university and London in the 1920's. A Question of Upbringing is the first volume of A Dance to the Music of Time -- recently a successful television series starring Simon Russell Beale. James Purefoy, Alan Bennett, Sir John Gielgud and Claire Skinner.",3.69,NA,2331,150,0,6,129,4.098,52,0.41
655,655,"0445200227","The Retreat","Jerrold Mundis",1985,"Warner Books","It’s a new experience in salvation—one you will never forget....<br /><br />It is the calling of the good, strong brothers of the secret, 800-year-old order of monks of the order of St. Hector to teach evil, violent men the error of their ways. And to cleanse them of their sins—again and again and again.<br /><br />""Striking and bizarre...not for the squeamish or devout."" —Publishers Weekly.",3.25,NA,3,1,0,0,3,3.839,42,0.175
656,656,"0445200243","For Love of Lord Roland","Julie Tetel",1985,"Warner Books","<b>She was beautiful and alone in a world of chivalry and dark passions</b><br />The first time Lady Marguerite saw Sir Roland of Guimont, she was at the glittering Plantagenet court, caught in intrigues of state.<br /><br />The second time, she was a traitor's daughter on the brink of a loveless marriage to a boorish fool.<br /><br />It was to Roland's benefit to wed her to increase his lands - so Marguerite told herself. But how could the powerful knight really care for her? He was a dangerous man - courtier, rake, and - some whispered - his brother's murderer, who could have any woman for the asking. It would never do to love such a man. No matter that his rough, vital, masculine presence filled her body with longing and her heart with flame...<br /><br />For it could be death to love Sir Roland - and torment to live without him.",3.94,484,7,2,0,3,2,3.574,14,0.728571428571429
657,657,"0445200448","Fellowship of Fear","Aaron J. Elkins",1986,"Warner Books","When anthropology professor Gideon Oliver is offered a teaching fellowship at US military bases in Germany, Sicily, Spain, and Holland, he wastes no time accepting. Stimulating courses to teach, a decent stipend, all expenses paid, plenty of interesting European travel . . . What's not to like? <br /><br />It does not take him long to find out. On his first night, he is forced to fend off two desperate, black-clad men who have invaded his Heidelberg hotel room with intent to kill. And then there are a few trivial details that the recruiting agency forgot to mention-such as the fact that the two previous holders of the fellowship both met with mysterious ends. <br /><br />From there, it is all downhill. Gideon finds himself the target in an unfamiliar game for which no one has bothered to give him the rules. What he does have is his own considerable intellect and his remarkable forensic skills. He will need them, for he is playing for some fairly high stakes: the security of Western Europe.",3.67,NA,9,0,0,1,0,2.085,2,0.261111111111111
658,658,"0445201223","To the High Redoubt","Chelsea Quinn Yarbro",1985,"Warner Books","To The High Redoubt is an engaging, epic fantasy adventure written by the creator of the widely-read series of novels about the immortal vampire known as Le Comte de Saint-Germain.In his quest for power, Bundhi, Lord of Darkness and stealer of souls, has taken family, vision and freedom from Surata, the last surviving adept in tantric alchemy, before selling her into slavery in a distant land. But he has underestimated the depth of Surata s power and he could not foresee that destiny would bring her a champion, Arkady, soldier of fortune and destined hero. As their mutual trust deepens and the wellspring of power from which Surata draws her magic is steadily revealed, the two form an unbeatable force as they challenge their enemy in the very heart of his empire.",3.49,370,49,3,0,1,267,3.983,198,1.88333333333333
659,659,"0445201703","Forever Wild","Louisa Rawlings",1986,"Warner Books","DEEP IN AMERICA'S MOST GLORIOUS WILDERNESS, THE DARKNESS WAS SEDUCTION, THE DAWN BLAZING DESIRE ...<br /><br />MARCY. A child of the mountains, as beautiful as the land she once loved, she yearned for a new life and the new love that would make all her dreams come true.<br /><br />DREW. Irresistibly handsome to women, he scorned his wealthy past and chose the life of an artist and the sweet woman whose kisses he could not resist.<br /><br />WILLOUGH. A proper lady, a passionate woman, she was Drew's sister, striving for the family's steel empire in the American wilderness, hungering for a rugged man's embrace.<br /><br />NAT. Brawny and good-looking, he had to fight for the woman he loved and their cherished life together in an untamed land ...",4,418,4,2,0,1,5,3.42555555555556,9,1.275
660,660,"0445202319","Crystal Flame","Jayne Ann Krentz",1986,"Warner Books","The last survivor of a proud heritage, coolly sensual Kalena embarks on a daring mission to avenge her family. A soldier called the Fire Whip is commanded to tame her, but instead he becomes the only lover to melt her frozen heart. Their love, born of fire and ice, must shatter the darkness that threatens their world.",3.99,375,27,1,1,0,3294,3.973,191,0.6
661,661,"0445202629","Landscape Turned Red: The Battle of Antietam","Stephen W. Sears",1985,"Warner Books","The Civil War battle waged on September 17, 1862, at Antietam Creek, Maryland, was one of the bloodiest in the nation's history: in this single day, the war claimed nearly 23,000 casualties. In Landscape Turned Red, the renowned historian Stephen Sears draws on a remarkable cache of diaries, dispatches, and letters to recreate the vivid drama of Antietam as experienced not only by its leaders but also by its soldiers, both Union and Confederate. Combining brilliant military analysis with narrative history of enormous power, Landscape Turned Red is the definitive work on this climactic and bitter struggle.",4.17,484,5,1,0,2,66,4.102,43,0.7
662,662,"0445202718","Gloriana","Michael Moorcock",1986,"Warner Books","Tiem and again, small numbers of Germans, civilian nad military, noble and ignoble, scheme to topple the Fuhrer, and on several occasions they came within minutes - or inches - of succeeding. Fest explores why they tried, why they found so little support either in Germany or outside it, and why they failed.",3.63,378,23,4,0,0,1575,3.962,513,0.25
663,663,"0445203048","The Wizard of Whitechapel (Wizard of 4th Street)","Simon Hawke",1993,"Warner Books","Student wizard Wyrdrunne and street-wise Kira share a telepathic dream that calls them to England to save Camelot's last survivor. United with a shady French witch, a 300-pound fairy and a feisty English punk, this unlikely team must prevail over the awesome, ancient power stalking London.",3.88,215,205,9,0,0,110,3.74,60,0.9
664,664,"0445203358","American Book of the Dead","Stephen Billas",1987,"Warner Books","A fast-paced tale of the Zen approach to coping with imminent nuclear extinction: ""Become one with The Bomb and there is nothing to fear"". A first novel from the author of interactive fiction for computers. Sure to be popular with fans of The Hitchhiker's Guide to the Galaxy. Advertising in major science fiction publications.",3.44,NA,18,4,0,0,NA,NA,NA,0.0375
665,665,"0445203609","Queensblade (Heirs to Byzantium)","Susan Shwartz",1988,"Warner Books","The time for the transfer of power from one generation to the other has come. The rites require Queen Olwen to kill herself with the Queensblade in order to ensure the bounty of the kingdom. First, the Princess, Olwen's daughter Gwenlliant, must discover the powers in order to inherit the crown and the kingdom, for only in Gwenlliant rests the power to bring back the bounty of the land and the kingdom of the ages. Gwenlliant must go forth from the Isles of Mist to the shores of Byzantium in order to discover her ancient birthright. Attacked along the way by the assassins of the spirit of darkness and nearly becoming a sacrifice in the dark and bloody vaults of the Stone King, Gwenlliant must overcome hardship and steal her way to succession for only then will her kingdom survive.",3.06,280,1,0,0,0,6,3.554,72,-0.29
666,666,"0445203641","Dream River","Dorothy Garlock",1988,"Warner Books","The million-copy bestselling author of Wind of Promise and Annie Lash continues her breathtaking Wabash River Trilogy with this second exciting novel set in Arkansas in 1819. Amy Deverell joins Rain Tallman as he blazes new trails across the American frontier--and across her heart.",4.15,384,2,0,0,1,210,3.831,77,1.85
667,667,"0445203668","River of Tomorrow","Dorothy Garlock",1988,"Warner Books","<b>Only her defiant pride kept her from begging for his love...</b><br /><br />Behind her proper schoolmarm ways, sunny blond, Mercy, was the same sassy spitfire she had been as a child. An orphan raised by the Quill family with her foster brother Danny, she had always had a quick temper and often needed the loving protection of her big brother. Now she was a woman—and running to Danny again.<br /><br />Two Kentucky bounders had ridden into town with a stunning secret about Mercy's past, one that could separate Mercy and Daniel forever. Surrounded by danger, she would recognize her desperate hunger to have Danny claim her, not as a sister, but as his wife. She knew he would stand by her against a town's cruel whispers and fight against an enemy who wanted her dead. But if she dared to declare her love, would he respond with his dependable brotherly kindness—and break her heart?",4.04,NA,202,6,0,2,210,3.831,77,0.364285714285714
668,668,"0445204184","Beyond the Stars","Phoebe Conn",1988,"Warner Books","Kara, a beautiful scout pilot, is on a solo expedition when she crashes in a remote city peopled by hostile outlaws. Then she meets Aidan, descendant of an outlaw and leader of the city. Tall, blond, magnificent, he exudes a manliness as primitive as the hungers of her heart, and soon their mad, tempestuous union becomes as boundless as the universe.",3.44,403,9,1,0,1,23,3.697,62,-0.283333333333333
669,669,"0445204486","Shield's Lady (Lovestruck)","Amanda Glass",1989,"Warner Books","For readers who loved Moondust and Madness by Janelle Taylor and Passion Moon Rising by Rebecca Brandewyne, here is a passion-filled futuristic romance from a promising new talent. Advertising in Romantic Times and Affaire de Coeur.",4.04,NA,24,6,0,2,NA,NA,NA,1.7
670,670,"0445204524","Cyteen: The Betrayal (Cyteen)","C.J. Cherryh",1989,"Warner Books","The first part of C.J. Cherryh's award-winning triad introduces the planet and complex politics of Cyteen, part of the Alliance/Union universe. Resources are limited and the scientific compound of Reseune, which produces computer-trained clones called azis, is a major power center. Reseune's lead scientist, the fierce and cruel Dr. Ariane Emory, has dominated Cyteen's political scene for decades. When she is assassinated, Reseune officials railroad a suspect and then experiment by creating a personal duplicate of Ariane. The bad news is, a clone isn't good enough. They want to recreate Dr. Emory's mind as well, and devise an artificial life for the little Ariane who'll be raised just like the original.",4.02,359,585,15,0,0,1779,4.033,208,0.108333333333333
671,671,"0445204680","Destiny's Dawn: A Blue Hawk Saga","F. Rosanne Bittner",1987,"Warner Books","Caleb Sax, the proud half-breed known to his Cheyenne brothers as Blue Hawk, continues to conquer new lands in search of his freedom to love his white wife, Sarah. Now, as their children seek their fortunes all through the West, the spirit of Blue Hawk livesthor of Savage Horizons and Frontier Fires.",4.74,416,42,5,0,2,NA,NA,NA,1.725
672,672,"0445204702","This Time Forever (Lovestruck)","F. Rosanne Bittner",1989,"Warner Books","LILLY....<br /><br />IN A LAND FILLED WITH PROMISES SHE REACHED FOR THE RAINBOW AND THE STARS<br /><br />Yearning to leave an impoverished life in Scotland, beautiful, bewitching Lilly Brannigan took a desperate passage to America: sailing with a group of Mormon converts to the promised land. From the ordered streets of an Illinois settlement to the lawless Rocky Mountains, her search would be for fulfillment and desire, her path the tumultuous course only a deeply feeling woman would dare to follow.<br /><br />She first found passion in the arms of handsome Chase Mitchell. Nothing could make her doubt his promise to love her forever ...until he rode away without a trace. But heartbreak could not keep Lilly from her dreams. Journeying westward, she linked her life, but not her heart, to others. She sang--and used her glorious voice to win fame and a fabulous business empire in a wild and woolly mining town. And she lived her life with vision and courage--even when a deeply buried secret threatened to destroy everything she had, and the memory of the man she loved, hated, and could never forget haunted her...",4.04,NA,20,2,0,2,NA,NA,NA,0.29375
673,673,"0445205164","Dawn","Octavia E. Butler",1988,"Warner Books","The Oankali had healed dying Earth and saved its survivors, choosing Lilith Iyapo to lead their return. But the Oankali demanded a price and, with their expertise in DNA manipulation, planned to alter humans for interbreeding. First in the Xenogenesis series.",4.09,248,29,3,0,1,3555,4.159,61,-0.2
674,674,"0445205318","Catspaw","Joan D. Vinge",1989,"Warner Books","Cat. Street punk. Psion. Telepath. Kidnapped by an interstellar corporation and dragged to Earth, Cat is forced to protect those he most hates, those who most hate him...<br /><br />The taMings. A cyber-augmented, DNA-incestuous clan of such wealth and power that their family arguments change the destiny of worlds. Now one taMing is a killer's target. But which? And who would dare?<br /><br />Seeking answers, Cat finds lies and savagery, passion and atrocity--trails that lead from crystal valleys to clubs for silver-skinned beauties. From the homicidal enclaves of drug kinds to a fanatic's pulpit. From the halls of the Assembly to a cyberspace hell. Seeking assassins, Cat discovers a mystery that can cost him his future. His sanity. His life. Because Cat isn't a bodyguard...<br /><br />He's bait.",4.1,454,46,4,0,2,251,3.842,83,-0.378571428571429
675,675,"0445205377","Wild Seed","Octavia E. Butler",1988,"Warner Books","Doro is an entity who changes bodies like clothes, killing his hosts by reflex -- or design. He fears no one until he meets Anyanwu. Anyanwu is a shapeshifter who can absorb bullets and heal with a kiss and savage anyone who threatens her. She fears no one until she meets Doro. Together they weave a pattern of destiny unimaginable to mortals.",4.22,279,116,28,0,0,3555,4.159,61,-0.37
676,676,"0445205636","The Fires of Windameir : Windameir Circle, No 1","Niel Hancock",1987,"Warner Books","<b>The Fires Of Windameir</b> introduces us to Owen Helwin, and his exploits. This is the beginning of the Silver Age, when the other tribes of Atlanton begin to be seen less and less abroad. We meet Deros here, a courageous princess who has searched far and wide for someone who is willing to go to the aid of her beleaguered homeland.",3.5,NA,23,0,0,1,12,3.569,15,0.933333333333333
677,677,"0445206209","Ghoster","Lee McKeone",1988,"Warner Books","An alien derelict ship lands in Conek Hayden's back yard. Its cargo includes an awesome but useless (to a scavenger) blaster--a weapon too powerful to use and too dangerous to sell. Then it's stolen, and Conek suddenly finds himself joining up with the little droid--the ghoster ship's other passenger--to risk everything in order to get it back.",3.76,218,13,0,0,0,0,3.2275,4,-1.1
678,678,"0445206284","Aces (Wings of Gold, No 1)","T. E. Cruise",1988,"Warner Books","The Aces is the story of German pilot Herman Goldstein who emigrates to the U.S. and forms an air transport business which rockets to the forefront of the industry. First in an epic, three-volume series tracing an unforgettable family's rise to the top of American aviation.",0,384,0,0,0,1,NA,NA,NA,0.525
679,679,"0445206608","The White Raven","Mary Mayer Holmes",1988,"Warner Books","In this adventure-filled romance set in 18th-century England, a handsome bounty hunter kidnaps the fiancee of his lifelong enemy and ends up learning from his beautiful captive the true meaning of love and forgiveness.",0,357,0,0,0,0,0,2.25,4,3.3
680,680,"0445207221","Deadtime Story","Margaret Bingley",1990,"Warner Books","The place is Lower Ditton. So peaceful, so silent . . . . But the silence is deceptive. It's the silence of the grave. The silence of a village too terrified to scream. The silence of an army of vengeful spirits who've possessed the bodies of young children . . . .",2.2,232,5,1,0,0,4,2.451,19,-0.533333333333333
681,681,"0445207574","Promise of Summer (Lovestruck)","Louisa Rawlings",1989,"Warner Books","A rapturous story of a lovely young pickpocket in 18th century France who joins in a get-rich scheme and is swept up in danger, luxury, and perilous love. From the author of Stolen Spring and Forever Wild.",4.38,343,8,3,0,0,5,3.42555555555556,9,0.275
682,682,"0445207671","Queen's Gambit Declined","Melinda M. Snodgrass",1989,"Warner Books","William, Prince of Orange, learns that it is not political machinations but black magic that is keeping him from the throne, and he enlists the powers of The White Goddess to stem the rising tide of darkness.",3.1,244,20,4,0,1,115,3.499,39,0.85
683,683,"0445207795","Dawn","Octavia E. Butler",1989,"Warner Books","Nach dem Ende der Welt<br /><br />Nach einem verheerenden Atomkrieg ist die Erde unbewohnbar geworden – doch dank der außerirdischen Oankali konnten einige Menschen gerettet werden. Jahrhunderte später wird Lilith von den Aliens aus dem Kälteschlaf geholt. Die junge Frau ist von der Fremdartigkeit der Oankali, die Unmengen von Tentakel am ganzen Körper haben, zunächst abgestoßen. Ihre Retter haben jedoch die Erde wieder bewohnbar gemacht und wollen jetzt mit Liliths Hilfe die Menschen wieder dort ansiedeln. Aber das hat seinen Preis: Die rätselhaften Ooloi, das dritte Oankali-Geschlecht neben Mann und Frau, wollen Liliths Genmaterial, um einen Mensch-Oankali-Hybrid zu züchten. Die junge Frau muss sich entscheiden: Will sie ein Mensch bleiben – oder überleben?",4.09,248,63,12,0,3,3555,4.159,61,-0.691666666666667
684,684,"0445208775","Family Secrets (Lovestruck)","Joan E. Pickart",1989,"Warner Books","When Lindsey Whitaker flees Hollywood for New York, she never dreamed she wou ld return home to Tinsel Town alone and pregnant. Little did she know she would meet her lover again on a movie set. When the two join forces to foil a revenge scheme that threatens to destroy Lindsey's entire family, passion flares, and Lindsey falls in love all over again.",3,353,1,0,0,2,NA,NA,NA,-0.0166666666666666
685,685,"0445208848","Savage Tides (Lovestruck)","Mary Mayer Holmes",1989,"Warner Books","Defying her family, Augusta Mayhew answers a marriage-by-mail proposal and weds a Maine lighthouse keeper. What she finds is a young man as cold and remote as the sea itself, but when passion is unleashed, Augusta discovers Elijah's secrets and must fight to protect their fragile love.",0,343,0,0,0,0,0,2.25,4,0.75
686,686,"0445209674","Shadow Steed","Richard A. Knaak",1990,"Warner Books","El próspero reino montañoso de Talak había salido prácticamente indemne del enfrentamiento con el Dragón de Hielo, pero su rey, el joven y mutilado Melicard, continúa sintiendo un odio profundo hacia los dragones y los magos humanos. Inmerso en sus retorcida venganza, Melicard captura al espectral corcel Caballo Oscuro, y, sin proponérselo, libera a la siniestra entidad pan-dimensional conocida con el nombre de Sombra, un ser que ha descubierto el hechizo definitivo para poseer el control sobre el mundo entero. En cuanto se ve libre, Sombra inicia su plan para poner a prueba sus mortíferos ritos… en la persona de la prometida de Melicard, la hermosa princesa Erini. Por ello y para salvar a su amada y al mundo, el obsesionado rey tendrá que confiar en sus mas acérrimos enemigos, los dragones, y cabalgar junto a Caballo Oscuro en un salto mortal a las profundidades de lo que más teme: la magia de los dragones. Así se cierra esta apasionante tetralogía que nos ha trasladado al maravilloso y, a la vez, aterrador mundo del Reino de los Dragones.",3.83,263,24,2,0,1,778,3.871,131,-0.4
687,687,"0445209763","Night Fever","Susan Kyle",1990,"Warner Books","<p>At the tender age of twenty-four, Rebecca Cullen found life much too complicated. She worked a full-time job, raised her two teenage brothers, supported her retired grandfather and tended to their Georgia farm. When her troubled brother Clay was arrested on drug charges, Rebecca's life suddenly began to come apart at the seams. the last thing she needed was the district attorney on the case to be arrogant, rude -- and the handsomest man she's ever seen. </p><p>Word on the street was that Rourke Kilpatrick was notorious for his hard line against drug dealers. He used whatever means necessary to prosecute them. But Rebecca's brother was innocent. And when the antidrug Rourke began to sympathize with Rebecca and her family, she couldn't help but admit her sizzling attraction to him. </p><p>As passions flared between them, innocent Rebecca dared to hope that her narrow world might finally be opening up to include someone like Rourke -- sophisticated, sensual and exciting. </p><p>Every time she was with him, she felt like Cinderella at the ball. All she wanted was to feel his arms wrapped around her, his strong body pressed up against hers. </p><p>But is the man she's falling in love with just using her to pursue a drug dealer? Now Rebecca will have to decide which is stronger: Rourke's passion for the law -- or for her.</p>",3.85,NA,18,0,0,3,27,3.83,10,0.623076923076923
688,688,"0445210214","Mythology 101 (Questar Fantasy)","Jody Lynn Nye",1993,"Warner Books","Meet Keith Doyle--weirdo, business major, nerd, and believer in myths. To his joy--and horror--Keith has just discovered a village of elves in the university library. And when the library is threatened with demolition, Keith and the elves join forces to save it.",3.92,264,277,15,0,2,109,3.956,186,0.816666666666667
689,689,"0445210362","Threads of Destiny (Lovestruck)","Arnette Lamb",1990,"Warner Books","The wind across the heather whispered of their passion...and warned of their fate. <br /><br />Lady Suisan Harper couldn't take her eyes from the dangerously attractive man whose presence filled the candle-lit room-Myles Cunningham. She had expected a weakling; he was strong. She had expected cold indifference; he drew her to him with a hot and hungry look. But, of course, he believed she was only Maura, a saucy maid happy to share a wealthy man's bed. <br /><br />Handsome or not, Myles had nearly driven her family's weaving business to ruin. He had even stolen the patterns for her family's clan tartans, symbols of Scots independence outlawed by the English king. Suisan had come to London willing to risk her honor and her freedom to get them back. But now, as Myles' lips brushed hers with fire, her carefully woven thread of lies began to unravel...and a silken strand of desire bean binding her destiny to this irresistible man-her enemy and her beloved.",3.74,353,2,0,0,1,46,3.844,15,0.355555555555556
690,690,"0445210621","Passion's Choice (Lovestruck)","Gloria Skinner",1990,"Warner Books","As a girl, green-eyed Michaela Brennan had been caught in the crossfire of a vicious bank robbery up North. Seeking a new life for his family, her father took her south to post-Civil War Atlanta. Here, their newfound prosperity let Michaela grow into a confident, carefree beauty - …until she met Samuel Lawrence. There was something about the tall, young plantation owner, something even more troubling than his unyielding pursuit of her and the way he dared her to respond to his arms, his lips, his passion. For after Michaela became his bride, she discovered both ecstasy and a bitter revelation. Samuel Lawrence had accepted money from Michaela's father in order to marry her! Racked by doubt, soon Michaela would come face to face with even more dangerous truths: That Samuel had once ridden as a Confederate bank robber in the North, and that he was the only man she could ever love.",0,343,0,0,0,3,NA,NA,NA,0.483333333333333
691,691,"0445210656","Forge of Virtue (The Ultima Saga)","Lynn Abbey",1991,"Warner Books","Lord Ironhawk's son, Jordan Hawson; Althea; Drum, the blacksmith; and Jordan's kid brother, Squirt, search for Balthan, Althea's magician brother, the only one to know the truth about the evil infesting the land of Britannia.",3.13,312,23,2,0,4,108,3.7,98,0.65
692,692,"0445402288","Mr. Majestyk","Elmore Leonard",1995,"Warner Books","A Vietnam veteran and trained killer, Vincent Majestyk finds peace as a farmer, growing melons, until the mob, seeing him as an easy mark, tries to make him a victim in an extortion plot.",3.79,188,17,0,0,1,1627,3.762,120,-1.1
693,693,"0445402423","The Labyrinth Makers","Anthony Price",1986,"Warner Books","David Audley is an unlikely spy. True, he works for England's Ministry of Defense, but strictly as a back-room man, doing meticulous research on the Middle East. This new assignment, then, comes as something of a surprise: A WWII-era British cargo place has been discovered at the bottom of a drained lake, complete with the dead pilot and not much else. Why are the Soviets so interested in the empty plane and its pilot?interested enough to attend the much-belated funeral? And why has Audley been tapped to lead the investigation? As Audley chips away at the first question, he can't stop asking the second. Could he possibly have been given the assignment in order to fail, to preserve the decades-old secrets at the bottom of the lake? If that's the case, someone's made an error. Audley's a scholas by training, temperamentally allergic to loose ends. And the story he unravels is going to make some people very uncomfortable indeed.",3.66,NA,4,1,0,1,11,3.745,36,-0.355
694,694,"0445402539","Gunner Kelly","Anthony Price",1989,"Warner Books","An innocent advertisement placed by a retired war hero and British countryside squire leads to explosive results when the IRA becomes involved. Spymaster David Audley of British Intelligence is assigned the case and quickly finds evidence of involvement by the CIA and KGB!",3.71,NA,36,1,0,1,11,3.745,36,0.85
695,695,"0445403349","McBain's Ladies: The Women of the 87th Precinct","Ed McBain",1989,"Warner Books","Here are excerpts from more than 30 years of Grand Master Ed McBain's bestselling 87th Precinct series of police procedurals, featuring some of his most lovable female characters. ""If you are already a fan, here is a reunion of some old friends"".--St. Louis Post-Dispatch.",3.78,320,85,3,0,1,317,3.828,286,1
696,696,"0445403438","Shadow-Town","John Lutz",1989,"Warner Books","Oxman and Tobin are assigned to investigate the murder of a security guard on the set of a popular soap opera. But the only witness says the killer is a vampire. With a twist at every turn, fantasy is blurred into reality as death makes an appearance on the show.",2.83,NA,0,0,0,0,176,3.75,166,-0.7
697,697,"0445405058","True-Life Adventure","Julie Smith",1993,"Warner Books","“One more blithe San Fran outing with a likable journalist-sleuth by the name of Paul Mcdonald … Smith improves with each story and this is her best to date.” --Kirkus Reviews<br /><br />“A Prize Plot.” --San Francisco Examiner<br /><br />“A bright, light, cleverly written tale.” --Cincinnati Post<br /><br />He knows too much. But he doesn’t know what he knows…<br /><br />Things were going lousy for ex-reporter Paul Mcdonald: No money, no girl friend, no bright new career as a mystery novelist…and then along came PI Jack Birnbaum with an offer. He’d detect, and Paul would write the client reports. It wasn’t much, but it would keep Spot the cat in Kitty Queen tidbits. And then this:<br /><br />“That stuff’ll kill you.”<br />“What? Your coffee?” Jack was just doctoring his second cup.<br />“No. All that sweetener. You’re poisoning yourself.”<br />“We’ve all gotta go sometime.”<br />Jack went right about then. His eyes rolled back and he let go of the cup. Coffee sloshed all over my rug. His big body fell forward in the chair.<br /><br />A day that begins with a body in your living room really ought to get better, but next comes burglary and after that, assault-by-cop. And Paul’s got a feeling that’s just the beginning. There must have been something someone didn't want him to know in one of those client reports. But what?<br /><br />These were the facts: I was thirty-eight. I’d spent fifteen years on one major metropolitan daily or another. I’d written six unpublished detective novels. Unpublished in spite of my name.<br />John D. MacDonald did it daily. Ross Macdonald did it deeper. Gregory Mcdonald did it with dash.<br />Wrote thrillers and got them published.<br />But not Paul Mcdonald.<br />I just wrote them, supporting my habit with clients like Jack.<br />I had about two hundred bucks to last me the rest of my life.<br />My only client was dead.<br />The market for mysteries was terrible.<br />I didn’t get out enough.<br />The only thing I’d ever done successfully was write newspaper stories.<br />And I was sitting on a great story.<br /><br />A story he can sell, if he can catch the murderer before the murderer catches him. Kind of a dangerous option, but there’s an upside—lovely witness Sardis Kincannon. Nothing like falling in love while you’re running for your life!",3.64,NA,38,4,0,9,185,3.667,103,0.175675675675676
698,698,"0445405236","Veil","George C. Chesbro",1987,"Warner Books","George C. Chesbro, author of the critically acclaimed suspense novels featuring the dwarf criminologist Mongo, brings his talents as a storyteller to a new series, featuring Veil Kendry, a psychic painter whose landscapes of another dimension attract someone's deadly interest.",3.99,NA,1,0,0,1,20,4.127,37,2.85
699,699,"0445405848","Another Part of the City","Ed McBain",1987,"Warner Books","From the author of the popular and highly acclaimed 87th Precinct series, Another Part of the City is a brilliant, hard-hitting foray into Manhattan's tangled web of twisting downtown streets and crooked uptown lives.",3.69,NA,1,0,0,1,317,3.828,286,0.85
700,700,"0445405929","Bertie and the Tinman","Peter Lovesey",1988,"Warner Books","A Bertie, Prince of Wales, mystery<br /><br />Listed in the Hatchards Top 100 Crime Novels<br /><br />It is 1886 and the greatest of all jockeys, Fed Archer, has put his gun to his head and shot himself. An inquest is arranged with indecent haste. His mind was unhinged by typhoid, say the jury, despite conflicting evidence.<br /><br />The Prince is suspicious. He admired Archer. He knows the Turf better than anyone on that jury and he has personal experience of typhoid. When he learns that Archer’s last words were, “Are they coming?”<br />he decides on action. He will turn his unique talents to solving the mystery and tell us in his inimitable fashion how he does it.",3.38,NA,3,0,0,3,128,3.81,109,-0.05
701,701,"0445406488","The Curse of the Pharaohs","Elizabeth Peters",1988,"Warner Books","Victorian Amelia Peabody continues to journal her Egypt adventures, toddler Ramses left in England. Husband Radcliffe Emerson's old friend Lady Baskerville fears a curse killed her husband Sir Henry, and soon engages the attentions of American Cyrus. The will funds continued excavation. But a lady dressed in white floats, flutters, spreads fear, and more death.",4.01,285,967,126,0,2,1880,4.136,65,-0.425
702,702,"0445406518","Crocodile on the Sandbank","Elizabeth Peters",1988,"Warner Books","Set in 1884, this is the first installment in what has become a beloved bestselling series. At thirty-two, strong-willed Amelia Peabody, a self-proclaimed spinster, decides to use her ample inheritance to indulge her passion, Egyptology. On her way to Egypt, Amelia encounters a young woman named Evelyn Barton-Forbes. The two become fast friends and travel on together, encountering mysteries, missing mummies, and Radcliffe Emerson, a dashing and opinionated archaeologist who doesn't need a woman's help -- or so he thinks.",4.02,262,41165,2548,0,2,1880,4.136,65,0.8625
703,703,"0445406976","Death of a Dormouse","Patrick Ruell",1988,"Warner Books","Trudi Adamson has lived her life in fear - of strangers, of asking questions, of angering her husband, of leaving the house. When her husband dies in a car accident, she retreats even further into her cocoon of ignorance and incuriosity. But staying ther",3.65,NA,1,0,0,0,1,3.28888888888889,9,-1.01666666666667
704,704,"0445407255","Chinaman Chance","Ross Thomas",1988,"Warner Books","From Edgar Award-winning author Ross Thomas comes an exciting thriller featuring Artie Wu and Quincy Durant--the leading characters in his widely acclaimed novel, Out on the Rim. In this fast-paced story, Wu and Durant investigate a complex web of corruption in Southern California.",4.18,NA,13,2,0,4,50,4.032,55,1.075
705,705,"0445407352","Early Graves","Joseph Hansen",1988,"Warner Books","Hansen presents the ninth thrilling mystery featuring homosexual insurance investigator Dave Brandstetter. This time, Dave tracks down a serial killer whose last victim was left on his doorstep. ""Well plotted and well written"".--New York Times Book Review.",4.05,184,6,0,0,2,56,4.041,55,-0.075
